booking_id,hotel,is_canceled,lead_time,arrival_date,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
BKG1166,Resort Hotel,0,263,2025-03-05,3,5,2,0,0,HB,USA,Offline TA/TO,GDS,0,0,E,C,0,Refundable,9,Transient,186.77,0,3
BKG1167,City Hotel,0,54,2024-12-09,0,3,2,0,0,BB,GBR,Direct,GDS,0,0,H,G,3,No Deposit,4,Contract,166.3,0,0
BKG1168,City Hotel,0,358,2024-11-26,3,4,2,0,0,BB,GBR,Offline TA/TO,GDS,0,0,B,C,0,Non Refund,8,Contract,117.61,0,5
BKG1169,Resort Hotel,1,130,2025-06-09,1,5,2,0,0,HB,FRA,Online TA,TA/TO,0,1,A,D,0,No Deposit,2,Group,163.04,0,3
BKG1170,Resort Hotel,1,287,2025-03-27,0,1,1,0,0,HB,PRT,Offline TA/TO,Corporate,0,1,C,G,2,No Deposit,8,Transient,193.35,0,5
BKG1171,City Hotel,1,265,2025-02-07,1,1,2,1,0,HB,PRT,Direct,Direct,0,2,E,A,1,No Deposit,4,Transient-Party,165.81,1,3
BKG1172,City Hotel,0,161,2024-09-15,1,1,2,0,0,BB,DEU,Direct,GDS,0,1,C,B,1,Non Refund,8,Group,176.36,2,3
BKG1173,Resort Hotel,0,86,2025-02-05,0,1,2,0,0,FB,DEU,Corporate,GDS,0,2,E,A,1,No Deposit,9,Contract,164.09,2,4
BKG1174,Resort Hotel,0,54,2025-05-19,1,3,1,2,1,HB,ESP,Offline TA/TO,TA/TO,0,2,H,E,0,Refundable,5,Transient,75.23,0,0
BKG1175,Resort Hotel,0,287,2025-05-09,1,4,2,0,0,BB,ITA,Online TA,Corporate,0,2,F,H,1,Refundable,8,Transient-Party,175.04,0,3
BKG1176,City Hotel,0,177,2024-08-25,3,2,2,2,1,HB,FRA,Offline TA/TO,GDS,0,2,D,G,2,No Deposit,6,Transient-Party,79.27,0,2
BKG1177,City Hotel,1,348,2025-04-29,2,3,2,0,0,FB,ITA,Offline TA/TO,TA/TO,0,2,H,B,0,No Deposit,6,Contract,183.89,0,5
BKG1178,City Hotel,0,7,2024-09-09,1,3,1,1,0,BB,ITA,Online TA,Direct,0,0,C,A,0,No Deposit,7,Transient-Party,118.8,0,4
BKG1179,City Hotel,0,320,2025-05-10,1,2,2,0,0,BB,USA,Offline TA/TO,Direct,0,1,C,G,0,No Deposit,6,Transient-Party,151.55,0,5
BKG1180,City Hotel,0,312,2025-08-01,1,2,2,1,0,SC,ITA,Online TA,GDS,0,0,C,G,0,No Deposit,8,Transient,124.59,0,2
BKG1181,City Hotel,1,246,2025-03-31,3,1,2,2,0,HB,USA,Online TA,GDS,0,2,D,H,2,No Deposit,8,Group,64.1,0,2
BKG1182,Resort Hotel,0,322,2025-01-13,2,3,2,0,0,BB,ITA,Offline TA/TO,Corporate,1,1,A,D,1,No Deposit,5,Transient,93.61,1,3
BKG1183,City Hotel,0,254,2024-10-20,0,5,2,2,0,HB,FRA,Offline TA/TO,Corporate,0,0,E,D,2,No Deposit,6,Group,197.56,1,2
BKG1184,City Hotel,0,327,2024-11-04,3,2,3,0,0,BB,USA,Direct,GDS,1,0,H,B,1,No Deposit,1,Group,194.11,2,0
BKG1185,City Hotel,1,53,2024-08-18,3,2,2,0,0,BB,PRT,Direct,TA/TO,0,2,H,E,2,No Deposit,8,Group,98.07,0,2
BKG1186,Resort Hotel,0,248,2025-07-18,2,4,3,0,0,BB,USA,Corporate,Corporate,0,0,F,D,3,No Deposit,0,Transient-Party,199.44,0,3
BKG1187,City Hotel,1,238,2025-02-07,2,5,2,0,1,SC,USA,Corporate,GDS,0,0,C,H,3,No Deposit,0,Transient,176.83,0,5
BKG1188,City Hotel,1,228,2025-06-09,3,5,1,0,0,SC,FRA,Offline TA/TO,Corporate,0,0,G,D,3,No Deposit,2,Transient-Party,141.64,0,2
BKG1189,Resort Hotel,0,66,2025-04-22,0,2,1,0,0,BB,FRA,Online TA,GDS,0,0,H,E,3,No Deposit,5,Contract,56.02,2,4
BKG1190,City Hotel,0,50,2025-07-16,3,1,2,0,0,BB,USA,Corporate,Direct,0,0,D,A,0,No Deposit,4,Transient,185.22,1,4
BKG1191,City Hotel,1,96,2024-08-09,2,4,2,1,0,BB,GBR,Offline TA/TO,GDS,1,2,A,D,0,No Deposit,1,Group,133.61,0,4
BKG1192,City Hotel,0,91,2025-03-24,0,5,2,1,0,SC,FRA,Corporate,Direct,0,2,H,H,2,No Deposit,8,Transient-Party,180.27,0,5
BKG1193,City Hotel,0,263,2025-02-13,2,2,2,0,0,SC,ESP,Online TA,Corporate,0,0,E,C,2,No Deposit,9,Transient-Party,175.16,0,1
BKG1194,City Hotel,1,290,2024-12-20,0,5,2,0,0,HB,ESP,Offline TA/TO,GDS,0,2,D,H,3,No Deposit,3,Transient,174.95,0,4
BKG1195,Resort Hotel,1,95,2024-11-30,1,4,2,0,0,FB,PRT,Online TA,Corporate,0,2,F,F,1,Non Refund,3,Transient,154.73,1,4
BKG1196,Resort Hotel,1,87,2025-02-07,2,4,2,0,0,HB,ITA,Offline TA/TO,Direct,0,1,F,F,3,No Deposit,4,Group,93.71,0,1
BKG1197,Resort Hotel,1,77,2025-05-28,2,3,2,0,0,BB,USA,Corporate,GDS,0,0,E,D,2,No Deposit,7,Group,100.42,0,5
BKG1198,City Hotel,0,287,2025-02-06,3,2,2,0,1,BB,GBR,Direct,Corporate,1,2,C,A,3,No Deposit,9,Contract,96.27,0,4
BKG1199,City Hotel,0,119,2025-04-28,2,4,1,0,0,BB,PRT,Corporate,Direct,0,2,F,G,2,No Deposit,3,Group,53.01,0,3
BKG1200,City Hotel,1,301,2024-12-27,2,3,2,2,0,HB,USA,Corporate,Corporate,0,0,A,A,3,No Deposit,4,Transient-Party,137.39,0,5
BKG1201,Resort Hotel,0,164,2025-06-11,1,3,2,0,0,HB,FRA,Direct,TA/TO,0,1,D,H,1,No Deposit,3,Contract,154.83,1,4
BKG1202,City Hotel,0,181,2025-04-21,2,5,2,0,0,BB,ESP,Direct,Direct,0,0,H,B,3,No Deposit,5,Contract,178.08,0,4
BKG1203,City Hotel,1,222,2025-06-08,1,5,4,0,1,SC,DEU,Offline TA/TO,Direct,0,1,A,C,1,No Deposit,2,Contract,71.02,0,1
BKG1204,Resort Hotel,0,310,2025-01-21,1,3,3,0,0,BB,GBR,Offline TA/TO,Direct,0,0,C,A,1,No Deposit,7,Transient,131.63,0,3
BKG1205,City Hotel,0,6,2025-02-11,1,5,2,0,0,BB,DEU,Online TA,GDS,0,0,A,E,2,No Deposit,5,Group,51.2,0,5
BKG1206,Resort Hotel,0,329,2025-01-15,1,4,2,0,0,HB,ESP,Online TA,GDS,0,0,A,H,1,Non Refund,9,Contract,64.26,0,2
BKG1207,Resort Hotel,0,262,2025-06-07,0,1,2,0,0,HB,ITA,Corporate,GDS,0,0,B,C,0,No Deposit,4,Transient,58.13,0,0
BKG1208,Resort Hotel,0,160,2025-07-17,3,4,2,0,0,HB,ITA,Direct,TA/TO,1,1,A,F,0,No Deposit,1,Transient,158.82,0,3
BKG1209,City Hotel,0,150,2025-03-04,0,3,2,2,0,BB,DEU,Online TA,TA/TO,0,1,E,H,0,No Deposit,9,Contract,62.16,0,2
BKG1210,City Hotel,0,84,2025-05-17,2,3,2,1,0,BB,FRA,Corporate,Direct,0,2,D,C,2,No Deposit,9,Contract,157.47,0,3
BKG1211,City Hotel,0,146,2025-07-30,0,4,3,0,0,HB,USA,Direct,TA/TO,0,0,B,E,0,No Deposit,6,Transient-Party,87.44,0,2
BKG1212,City Hotel,1,111,2024-09-20,0,5,2,0,1,BB,FRA,Offline TA/TO,Corporate,0,1,D,D,2,No Deposit,1,Contract,181.66,0,2
BKG1213,City Hotel,0,35,2025-06-29,2,5,2,0,0,BB,DEU,Corporate,Direct,0,1,D,E,2,No Deposit,0,Transient-Party,171.97,0,3
BKG1214,City Hotel,1,284,2024-11-25,2,3,2,0,0,HB,FRA,Offline TA/TO,Direct,0,1,C,E,0,No Deposit,6,Contract,193.67,0,1
BKG1215,City Hotel,0,187,2025-02-15,2,2,2,0,0,BB,ESP,Online TA,Corporate,0,0,C,D,1,No Deposit,4,Contract,182.56,0,3
BKG1216,Resort Hotel,0,81,2024-11-04,0,5,2,0,0,HB,GBR,Online TA,Direct,0,2,B,D,3,No Deposit,0,Group,190.0,0,3
BKG1217,City Hotel,1,1,2024-11-23,0,4,2,0,1,FB,FRA,Direct,TA/TO,0,1,F,D,2,No Deposit,3,Contract,178.81,0,2
BKG1218,Resort Hotel,0,302,2025-04-08,2,5,1,0,0,BB,ESP,Corporate,GDS,0,0,G,D,0,No Deposit,3,Contract,154.01,1,0
BKG1219,City Hotel,1,196,2025-04-22,3,4,1,0,0,BB,GBR,Offline TA/TO,Corporate,0,1,C,D,2,No Deposit,9,Transient-Party,75.54,0,2
BKG1220,City Hotel,0,10,2025-01-19,3,3,3,2,0,HB,ITA,Direct,TA/TO,0,1,G,E,1,No Deposit,6,Transient-Party,90.76,0,4
BKG1221,City Hotel,1,233,2024-10-24,1,5,2,2,0,HB,USA,Online TA,Corporate,0,2,C,B,1,No Deposit,8,Group,81.91,2,3
BKG1222,Resort Hotel,0,194,2025-02-07,2,4,2,1,0,HB,DEU,Online TA,Corporate,0,1,C,B,0,No Deposit,1,Contract,140.54,0,5
BKG1223,Resort Hotel,1,118,2024-09-17,1,3,2,0,0,FB,ITA,Corporate,Direct,0,1,D,H,2,No Deposit,0,Contract,125.54,0,3
BKG1224,Resort Hotel,0,19,2025-06-01,3,2,3,1,0,FB,USA,Offline TA/TO,Direct,1,0,B,A,3,No Deposit,1,Transient-Party,180.06,0,1
BKG1225,Resort Hotel,1,260,2024-10-03,1,4,2,0,0,SC,ITA,Corporate,TA/TO,0,0,D,B,3,No Deposit,6,Transient,192.9,0,5
BKG1226,City Hotel,0,292,2024-08-07,2,2,2,1,0,BB,PRT,Offline TA/TO,Corporate,1,2,H,F,2,No Deposit,9,Transient,110.73,0,2
BKG1227,Resort Hotel,0,255,2025-02-13,2,2,3,0,0,BB,ITA,Offline TA/TO,Direct,0,0,E,B,2,Non Refund,5,Transient,125.95,0,1
BKG1228,City Hotel,1,221,2025-04-03,2,1,3,1,1,BB,ESP,Corporate,Direct,0,0,D,E,2,No Deposit,3,Transient-Party,195.73,0,3
BKG1229,City Hotel,0,225,2025-05-19,0,5,2,0,0,BB,GBR,Direct,Corporate,0,2,G,D,0,No Deposit,0,Transient-Party,91.44,2,2
BKG1230,Resort Hotel,0,52,2024-11-12,1,4,3,1,0,BB,ITA,Corporate,TA/TO,1,1,G,H,1,No Deposit,0,Transient,168.86,0,2
BKG1231,Resort Hotel,0,354,2024-11-18,3,2,2,2,0,BB,FRA,Corporate,TA/TO,0,2,E,D,3,No Deposit,4,Transient,83.79,0,4
BKG1232,Resort Hotel,0,341,2024-08-30,3,1,2,0,0,SC,USA,Online TA,Corporate,0,0,A,G,0,No Deposit,0,Contract,152.22,0,4
BKG1233,Resort Hotel,0,363,2025-02-22,3,3,2,0,0,BB,ITA,Online TA,TA/TO,0,2,A,G,2,No Deposit,6,Transient-Party,88.04,0,0
BKG1234,Resort Hotel,0,279,2025-04-19,0,4,1,2,1,BB,GBR,Corporate,Direct,0,1,E,G,2,Non Refund,0,Transient-Party,182.56,0,4
BKG1235,Resort Hotel,1,80,2025-06-29,0,2,2,0,0,BB,ESP,Corporate,Corporate,0,2,E,E,1,Non Refund,0,Transient,134.22,0,5
BKG1236,Resort Hotel,0,201,2025-04-06,2,5,2,1,0,BB,PRT,Online TA,Direct,0,0,D,F,2,No Deposit,1,Transient,77.89,0,2
BKG1237,Resort Hotel,0,157,2024-08-16,3,1,2,0,0,BB,USA,Offline TA/TO,GDS,0,0,E,B,0,No Deposit,9,Group,83.66,0,4
BKG1238,City Hotel,1,119,2025-06-27,0,2,2,0,0,BB,DEU,Corporate,GDS,0,2,H,E,0,Non Refund,2,Transient-Party,124.08,0,0
BKG1239,Resort Hotel,1,58,2025-03-14,2,5,2,0,0,BB,GBR,Direct,TA/TO,0,1,B,A,1,No Deposit,0,Group,194.24,0,3
BKG1240,Resort Hotel,0,214,2025-02-08,3,2,2,0,0,HB,DEU,Direct,GDS,0,2,A,H,0,No Deposit,8,Contract,165.45,0,5
BKG1241,City Hotel,0,127,2024-11-23,1,4,2,1,0,FB,GBR,Direct,Direct,0,1,A,D,3,No Deposit,9,Group,123.25,0,4
BKG1242,Resort Hotel,0,223,2024-09-07,2,4,2,0,0,FB,GBR,Corporate,GDS,0,1,H,G,0,No Deposit,7,Transient,100.66,0,2
BKG1243,City Hotel,0,208,2024-08-30,0,4,2,0,0,HB,ESP,Offline TA/TO,Direct,0,2,F,C,0,No Deposit,4,Transient-Party,132.39,0,3
BKG1244,City Hotel,0,114,2025-04-10,0,1,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,1,H,A,0,No Deposit,1,Transient-Party,162.25,0,2
BKG1245,Resort Hotel,0,208,2025-01-17,2,4,4,0,0,FB,ESP,Online TA,TA/TO,0,0,H,G,3,No Deposit,4,Group,167.59,0,3
BKG1246,City Hotel,0,13,2025-05-31,2,5,1,1,0,FB,ITA,Corporate,Direct,0,2,E,F,2,No Deposit,5,Group,98.69,0,5
BKG1247,City Hotel,0,8,2024-11-04,0,2,1,2,0,BB,FRA,Offline TA/TO,GDS,0,1,C,A,0,No Deposit,0,Contract,158.17,0,2
BKG1248,City Hotel,1,39,2024-10-19,1,3,2,0,0,HB,GBR,Corporate,TA/TO,0,0,C,E,1,No Deposit,3,Contract,148.67,0,4
BKG1249,City Hotel,1,236,2024-09-09,3,5,2,1,0,BB,USA,Online TA,Corporate,0,2,H,B,3,No Deposit,8,Transient,193.87,0,4
BKG1250,Resort Hotel,0,280,2025-02-13,1,5,2,1,0,FB,DEU,Online TA,TA/TO,0,0,E,D,1,No Deposit,1,Transient,189.66,0,0
BKG1251,City Hotel,0,358,2025-04-28,2,4,3,0,0,SC,ESP,Online TA,GDS,0,0,B,H,0,No Deposit,4,Transient,168.41,0,3
BKG1252,Resort Hotel,0,200,2024-12-12,1,1,2,2,0,BB,ITA,Direct,Corporate,1,0,C,F,1,Non Refund,0,Group,158.51,0,0
BKG1253,City Hotel,1,245,2025-01-23,0,2,2,0,0,FB,ESP,Corporate,GDS,0,1,F,F,0,Non Refund,3,Group,91.11,0,1
BKG1254,City Hotel,0,277,2024-11-03,2,1,2,0,0,HB,DEU,Online TA,Direct,0,2,G,C,3,No Deposit,3,Transient-Party,176.89,0,4
BKG1255,City Hotel,0,234,2024-08-12,3,2,2,1,1,SC,DEU,Corporate,Corporate,0,2,E,A,1,No Deposit,5,Transient,114.13,0,3
BKG1256,City Hotel,1,3,2025-03-05,0,2,2,0,0,BB,GBR,Direct,GDS,1,1,H,C,1,No Deposit,9,Group,90.84,0,5
BKG1257,Resort Hotel,1,153,2025-01-22,0,1,1,1,0,FB,ESP,Direct,Corporate,0,2,B,B,0,No Deposit,8,Transient-Party,107.62,0,0
BKG1258,Resort Hotel,1,28,2025-01-14,3,5,2,1,0,BB,DEU,Online TA,GDS,0,0,B,G,0,Non Refund,2,Transient,175.39,0,5
BKG1259,City Hotel,1,108,2025-05-04,3,2,1,0,0,BB,FRA,Online TA,Corporate,0,2,D,B,2,Refundable,8,Contract,72.29,0,5
BKG1260,City Hotel,0,97,2025-01-01,1,1,1,1,0,BB,FRA,Offline TA/TO,GDS,0,1,B,G,0,No Deposit,5,Contract,118.42,1,5
BKG1261,Resort Hotel,0,214,2025-05-06,2,2,3,0,0,SC,ESP,Corporate,Direct,0,0,C,C,0,No Deposit,6,Group,123.85,1,0
BKG1262,City Hotel,1,292,2024-09-29,3,3,2,0,0,FB,ITA,Online TA,Corporate,0,1,H,D,2,No Deposit,9,Transient-Party,55.49,0,1
BKG1263,City Hotel,1,74,2025-06-12,3,5,2,0,0,FB,DEU,Offline TA/TO,Corporate,0,0,G,B,0,No Deposit,1,Contract,79.36,0,0
BKG1264,City Hotel,0,325,2025-07-04,2,4,2,2,0,SC,GBR,Corporate,Corporate,0,0,C,C,0,No Deposit,9,Transient-Party,174.01,0,2
BKG1265,Resort Hotel,0,145,2025-01-20,3,2,2,0,0,BB,GBR,Online TA,Corporate,0,2,E,A,2,No Deposit,5,Transient-Party,174.62,0,4
BKG1266,Resort Hotel,0,127,2025-02-25,3,3,3,0,0,BB,ITA,Offline TA/TO,Direct,0,0,G,C,3,No Deposit,5,Contract,93.86,0,0
BKG1267,Resort Hotel,1,340,2024-11-04,1,4,1,0,0,BB,GBR,Offline TA/TO,Corporate,1,1,E,C,3,No Deposit,1,Transient-Party,181.23,0,0
BKG1268,City Hotel,1,41,2024-11-22,0,4,2,1,0,BB,PRT,Corporate,TA/TO,0,2,B,E,0,No Deposit,1,Contract,165.77,1,1
BKG1269,City Hotel,0,355,2025-01-11,0,2,4,0,0,BB,ESP,Offline TA/TO,Direct,0,1,F,B,0,No Deposit,1,Group,112.69,1,2
BKG1270,Resort Hotel,0,40,2025-07-19,0,1,2,0,0,BB,GBR,Corporate,TA/TO,0,0,A,H,2,No Deposit,9,Transient,162.26,0,0
BKG1271,Resort Hotel,0,33,2024-10-11,0,2,3,0,0,BB,FRA,Corporate,Corporate,0,1,G,D,2,No Deposit,0,Transient,194.2,0,4
BKG1272,Resort Hotel,1,16,2025-06-14,3,3,1,0,0,BB,DEU,Corporate,GDS,1,1,H,D,3,No Deposit,4,Group,118.85,0,4
BKG1273,Resort Hotel,1,164,2025-07-22,2,4,2,1,0,BB,USA,Direct,TA/TO,0,0,D,E,1,No Deposit,7,Contract,85.76,0,0
BKG1274,City Hotel,1,152,2024-08-08,2,2,2,0,0,BB,ITA,Offline TA/TO,Corporate,0,2,A,G,0,Non Refund,1,Contract,191.27,0,5
BKG1275,Resort Hotel,0,75,2024-12-19,1,1,2,0,1,SC,USA,Corporate,TA/TO,0,1,B,F,1,No Deposit,4,Contract,140.56,0,5
BKG1276,City Hotel,0,86,2025-05-26,1,2,4,2,0,HB,GBR,Online TA,Corporate,0,0,B,G,1,No Deposit,7,Contract,65.79,0,2
BKG1277,Resort Hotel,0,116,2024-09-16,3,5,2,0,0,SC,USA,Direct,Corporate,0,2,H,D,2,No Deposit,9,Group,135.9,0,4
BKG1278,City Hotel,0,361,2024-10-27,2,1,2,2,0,BB,USA,Direct,Corporate,0,2,A,C,0,No Deposit,4,Transient,125.09,0,5
BKG1279,Resort Hotel,1,341,2024-12-05,2,3,2,0,0,BB,PRT,Offline TA/TO,GDS,0,2,D,E,0,Refundable,1,Transient-Party,178.34,1,4
BKG1280,Resort Hotel,1,26,2025-07-15,0,4,2,1,0,HB,FRA,Corporate,TA/TO,1,1,G,A,2,No Deposit,2,Transient-Party,129.6,0,2
BKG1281,Resort Hotel,1,312,2024-08-21,3,2,2,0,0,BB,ITA,Offline TA/TO,Direct,1,1,G,B,1,Refundable,5,Transient,88.28,0,2
BKG1282,Resort Hotel,1,286,2025-03-22,3,1,4,0,0,BB,FRA,Direct,Direct,0,1,A,B,2,No Deposit,4,Group,151.35,0,5
BKG1283,City Hotel,0,133,2025-07-31,0,5,2,1,0,BB,PRT,Corporate,Direct,0,2,E,H,3,Refundable,3,Transient-Party,131.39,0,0
BKG1284,Resort Hotel,1,218,2025-07-15,3,1,2,1,0,BB,PRT,Online TA,Direct,0,1,C,B,0,No Deposit,3,Transient,84.96,0,3
BKG1285,City Hotel,1,167,2024-09-04,3,5,2,1,0,BB,USA,Corporate,Corporate,0,0,F,C,3,Refundable,4,Group,136.04,0,1
BKG1286,City Hotel,1,97,2024-11-23,1,3,2,0,1,BB,ESP,Direct,TA/TO,0,1,E,A,2,No Deposit,1,Transient-Party,173.23,1,3
BKG1287,City Hotel,0,267,2025-01-20,2,4,2,1,0,HB,DEU,Online TA,TA/TO,0,1,G,E,0,No Deposit,8,Contract,54.29,0,3
BKG1288,City Hotel,0,236,2025-01-21,3,3,2,1,0,BB,DEU,Corporate,GDS,0,2,C,E,3,No Deposit,1,Contract,144.63,0,4
BKG1289,Resort Hotel,0,308,2025-02-12,1,2,3,0,0,BB,USA,Online TA,TA/TO,0,1,F,B,3,Non Refund,9,Group,102.44,0,2
BKG1290,City Hotel,1,172,2025-07-16,2,1,2,1,1,FB,DEU,Online TA,TA/TO,0,0,F,A,1,No Deposit,1,Contract,93.9,1,4
BKG1291,City Hotel,0,189,2025-02-18,0,5,2,1,0,BB,PRT,Direct,TA/TO,0,2,F,A,0,No Deposit,9,Group,108.89,0,5
BKG1292,City Hotel,0,121,2024-10-10,1,5,2,0,0,BB,FRA,Online TA,GDS,0,0,B,A,3,Refundable,8,Transient,101.3,0,1
BKG1293,Resort Hotel,0,45,2025-01-25,1,1,3,0,0,FB,DEU,Offline TA/TO,Direct,0,2,H,D,3,No Deposit,2,Transient,174.84,0,5
BKG1294,Resort Hotel,0,63,2025-02-13,2,1,2,0,0,BB,ITA,Direct,TA/TO,0,2,F,D,1,No Deposit,9,Transient-Party,91.22,0,0
BKG1295,Resort Hotel,0,129,2025-05-22,0,2,1,0,0,BB,USA,Offline TA/TO,GDS,0,1,D,B,3,No Deposit,6,Group,159.97,0,1
BKG1296,Resort Hotel,0,309,2024-09-26,1,3,2,0,0,BB,ESP,Online TA,GDS,0,0,A,A,3,No Deposit,3,Transient-Party,64.11,0,4
BKG1297,City Hotel,0,362,2025-01-04,3,5,2,0,0,BB,USA,Offline TA/TO,Corporate,0,2,G,F,3,Non Refund,5,Transient-Party,192.71,0,4
BKG1298,City Hotel,0,192,2025-04-09,3,2,1,0,0,BB,GBR,Corporate,GDS,0,1,D,A,1,No Deposit,3,Transient,143.35,0,5
BKG1299,Resort Hotel,1,306,2025-03-09,3,3,2,0,0,FB,USA,Online TA,Direct,0,2,A,E,3,No Deposit,9,Transient-Party,156.01,0,4
BKG1300,City Hotel,0,180,2025-06-06,0,2,2,0,0,BB,PRT,Corporate,TA/TO,0,2,E,E,3,Non Refund,6,Contract,94.71,0,4
BKG1301,City Hotel,1,291,2024-11-13,1,5,2,1,0,BB,FRA,Offline TA/TO,GDS,0,2,H,B,0,No Deposit,0,Transient-Party,111.81,0,3
BKG1302,City Hotel,0,281,2025-07-04,3,1,3,2,0,BB,FRA,Corporate,Direct,0,2,E,F,0,No Deposit,2,Group,83.57,0,0
BKG1303,Resort Hotel,0,28,2024-12-14,0,1,3,0,0,BB,ITA,Online TA,GDS,0,2,A,A,1,No Deposit,2,Contract,189.88,0,3
BKG1304,Resort Hotel,1,148,2025-02-15,3,3,2,2,1,HB,DEU,Corporate,GDS,0,2,D,G,2,No Deposit,0,Transient,123.22,0,4
BKG1305,City Hotel,0,266,2025-02-01,2,4,2,0,0,BB,PRT,Offline TA/TO,GDS,1,1,A,F,0,No Deposit,5,Group,144.57,1,2
BKG1306,Resort Hotel,0,295,2024-09-28,1,3,2,0,0,BB,GBR,Offline TA/TO,GDS,1,2,F,H,1,Non Refund,8,Contract,160.14,2,3
BKG1307,Resort Hotel,0,10,2024-08-26,1,4,2,0,0,BB,PRT,Offline TA/TO,GDS,0,0,B,B,3,No Deposit,7,Group,105.67,0,4
BKG1308,Resort Hotel,1,163,2025-07-01,0,2,2,0,1,BB,USA,Online TA,Direct,0,1,G,E,3,No Deposit,6,Contract,158.02,0,4
BKG1309,Resort Hotel,0,112,2025-06-23,0,2,1,1,0,BB,PRT,Offline TA/TO,TA/TO,0,0,E,G,1,No Deposit,9,Group,151.4,0,0
BKG1310,Resort Hotel,1,186,2025-01-08,1,5,2,1,0,FB,PRT,Online TA,TA/TO,0,2,G,E,3,No Deposit,7,Group,155.85,1,5
BKG1311,City Hotel,0,294,2024-08-23,3,4,3,0,0,BB,ITA,Corporate,TA/TO,1,0,B,D,3,Non Refund,5,Contract,123.38,0,1
BKG1312,Resort Hotel,0,231,2025-02-22,3,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,2,F,B,2,Refundable,8,Transient,107.44,0,3
BKG1313,City Hotel,0,226,2024-10-08,2,1,1,0,0,BB,USA,Corporate,Direct,0,2,F,B,3,No Deposit,2,Transient,83.31,0,3
BKG1314,City Hotel,0,309,2024-08-16,3,4,2,0,0,HB,ESP,Direct,Corporate,0,1,E,A,0,No Deposit,9,Group,173.69,1,3
BKG1315,Resort Hotel,0,97,2024-08-01,0,3,2,0,0,BB,ITA,Corporate,Corporate,1,1,E,A,3,No Deposit,9,Group,141.25,0,4
BKG1316,City Hotel,0,54,2024-08-05,0,1,2,0,1,HB,ESP,Direct,Direct,0,2,F,D,1,No Deposit,8,Transient,116.65,0,0
BKG1317,City Hotel,0,110,2024-09-19,3,1,2,1,0,HB,ITA,Corporate,Direct,0,1,C,G,2,No Deposit,3,Transient,191.6,0,4
BKG1318,City Hotel,1,151,2025-03-18,0,3,2,2,0,FB,FRA,Online TA,GDS,0,0,G,H,3,No Deposit,6,Transient-Party,57.18,0,4
BKG1319,Resort Hotel,0,245,2025-05-21,1,1,2,0,0,BB,ITA,Corporate,GDS,0,1,H,C,1,No Deposit,8,Transient,177.53,0,5
BKG1320,Resort Hotel,0,68,2024-12-12,1,4,2,2,0,BB,DEU,Online TA,GDS,0,1,B,F,0,No Deposit,1,Group,199.64,0,2
BKG1321,City Hotel,1,311,2025-04-24,3,5,2,0,0,FB,PRT,Online TA,TA/TO,0,0,G,C,3,No Deposit,1,Contract,183.04,0,0
BKG1322,Resort Hotel,0,288,2025-01-28,1,1,3,0,0,SC,FRA,Offline TA/TO,GDS,1,1,B,C,2,No Deposit,8,Transient,171.57,1,3
BKG1323,Resort Hotel,0,249,2024-10-20,1,4,3,0,0,FB,GBR,Online TA,Corporate,1,2,C,B,3,No Deposit,2,Transient-Party,106.15,0,1
BKG1324,Resort Hotel,1,35,2025-02-22,2,2,3,0,0,BB,ESP,Direct,TA/TO,0,0,H,F,1,No Deposit,8,Transient-Party,84.7,0,3
BKG1325,Resort Hotel,1,238,2025-07-22,2,4,2,2,1,BB,ITA,Offline TA/TO,GDS,0,2,D,B,2,No Deposit,4,Transient-Party,160.23,0,4
BKG1326,City Hotel,0,147,2024-08-08,1,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,B,H,3,Non Refund,5,Contract,95.69,0,0
BKG1327,City Hotel,1,226,2025-07-03,3,4,4,0,0,HB,GBR,Corporate,Corporate,0,2,G,F,0,No Deposit,1,Transient,76.41,0,0
BKG1328,Resort Hotel,0,243,2025-01-27,2,3,2,0,1,BB,DEU,Online TA,GDS,0,2,A,E,2,No Deposit,7,Transient,167.98,0,0
BKG1329,Resort Hotel,0,336,2025-03-12,0,5,1,0,0,BB,GBR,Online TA,Corporate,0,1,H,B,0,No Deposit,8,Transient,96.88,0,2
BKG1330,City Hotel,0,364,2025-03-09,0,2,1,1,0,FB,PRT,Direct,Corporate,0,2,F,B,1,No Deposit,1,Contract,187.17,2,3
BKG1331,City Hotel,1,200,2025-01-22,0,3,2,0,0,BB,DEU,Corporate,Corporate,0,1,F,B,3,Non Refund,5,Contract,176.09,1,2
BKG1332,Resort Hotel,0,153,2024-10-01,3,4,3,0,0,FB,GBR,Corporate,GDS,0,0,C,G,0,No Deposit,5,Group,177.15,2,5
BKG1333,City Hotel,0,72,2025-07-04,1,5,2,0,0,BB,DEU,Offline TA/TO,Direct,0,2,B,D,1,No Deposit,7,Transient-Party,165.74,0,1
BKG1334,Resort Hotel,0,200,2025-06-27,0,2,2,0,0,BB,ITA,Offline TA/TO,GDS,0,2,D,B,3,Non Refund,9,Transient-Party,182.13,0,5
